suburb,region,origin_idx,horizon,actual,prophet
ABBOTSFORD,sydney,40,1,12.781954887218047,-11.594029925538662
ABBOTSFORD,sydney,40,2,-8.266666666666666,-16.405813431537315
ABBOTSFORD,sydney,40,3,-10.755813953488367,3.481459666681328
ABBOTSFORD,sydney,40,4,-9.446254071661242,1.0524584335319562
BANKSTOWN,sydney,28,1,-3.8189533239038176,-3.0914271578898673
BANKSTOWN,sydney,28,2,11.764705882352944,-4.332085585198664
BANKSTOWN,sydney,28,3,0.3508771929824572,-1.769799842658005
BANKSTOWN,sydney,28,4,4.020979020979021,0.1335113088161357
BANKSTOWN,sydney,34,1,-7.14285714285714,5.17790296644107
BANKSTOWN,sydney,34,2,0.0,-0.8105728222853132
BANKSTOWN,sydney,34,3,-0.961538461538458,-1.7852860061977753
BANKSTOWN,sydney,34,4,-2.739029126213588,-2.0429306066518635
BANKSTOWN,sydney,40,1,4.239631336405525,-1.3692164576616705
BANKSTOWN,sydney,40,2,-1.1229000884173337,-1.8326695619100932
BANKSTOWN,sydney,40,3,1.27568630957704,-8.104539041478024
BANKSTOWN,sydney,40,4,4.18377383746289,2.102795753749568
BANKSTOWN,sydney,46,1,-2.008032128514059,-0.37123826980912056
BANKSTOWN,sydney,46,2,3.0327868852459083,2.0738169799560797
BANKSTOWN,sydney,46,3,1.4319809069212486,-1.8107435175514808
BANKSTOWN,sydney,46,4,1.4901960784313717,-0.7493324523244562
NORTH BALGOWLAH,sydney,28,1,-0.8522727272727293,1.6650639228948618
NORTH BALGOWLAH,sydney,28,2,-1.851851851851849,14.293989086000373
NORTH BALGOWLAH,sydney,28,3,-1.8867924528301885,2.2956053208169864
NORTH BALGOWLAH,sydney,28,4,-6.638115631691644,17.416631995645588
NORTH BALGOWLAH,sydney,34,1,11.698113207547166,10.60439016285228
NORTH BALGOWLAH,sydney,34,2,14.442567567567565,3.351344426993002
NORTH BALGOWLAH,sydney,34,3,-1.1070110701106972,-2.253768292083403
NORTH BALGOWLAH,sydney,34,4,7.462686567164178,6.878180653456596
NORTH RYDE,sydney,28,1,-38.60294117647059,-18.568116440432252
NORTH RYDE,sydney,28,2,92.09580838323352,18.111403516154628
NORTH RYDE,sydney,28,3,15.492518703241888,4.416256560535015
NORTH RYDE,sydney,28,4,7.692307692307687,4.670186647379023
NORTH RYDE,sydney,34,1,2.5408348457350183,24.036091079963477
NORTH RYDE,sydney,34,2,3.834808259587019,-5.929646714825182
NORTH RYDE,sydney,34,3,9.23295454545454,6.857863189796413
NORTH RYDE,sydney,34,4,-32.71781534460339,11.679107543688698
NORTH RYDE,sydney,40,1,-18.5672514619883,20.593290460694476
NORTH RYDE,sydney,40,2,63.37522441651706,42.0749143964445
NORTH RYDE,sydney,40,3,-40.0,-9.196578390902738
NORTH RYDE,sydney,40,4,22.838827838827847,19.404073530781435
NORTH RYDE,sydney,46,1,-21.606529209622,0.3261154808211044
NORTH RYDE,sydney,46,2,28.52054794520549,7.709737124315788
NORTH RYDE,sydney,46,3,-6.203368151780008,-3.8549723764934902
NORTH RYDE,sydney,46,4,-12.159090909090908,12.217922294122996
BRONTE,sydney,28,1,17.344173441734423,4.065777661802413
BRONTE,sydney,28,2,-43.4949961508853,-14.062231994820742
BRONTE,sydney,28,3,63.48773841961852,9.105337279768815
BRONTE,sydney,28,4,11.66666666666667,3.969487214339007
BRONTE,sydney,34,1,8.571428571428562,1.5839507666935395
BRONTE,sydney,34,2,41.06015037593984,1.1189190833930889
BRONTE,sydney,34,3,-24.044560524492297,20.753581165681126
BRONTE,sydney,34,4,-35.43859649122807,0.028379345905805486
BRONTE,sydney,40,1,49.65277777777777,24.838564904602
BRONTE,sydney,40,2,-50.34802784222738,-25.280269211426155
BRONTE,sydney,40,3,8.411214953271017,34.9488370950911
BRONTE,sydney,40,4,52.41379310344827,5.275838200844611
BRONTE,sydney,46,1,-57.53779697624191,19.816437006962687
BRONTE,sydney,46,2,84.38453713123093,23.49976461320552
BRONTE,sydney,46,3,-24.13793103448276,14.301889004984805
BRONTE,sydney,46,4,46.27272727272727,-6.154788214645494
LEICHHARDT,sydney,28,1,11.02299762093577,-14.111786702671015
LEICHHARDT,sydney,28,2,0.4642857142857171,5.673927116788379
LEICHHARDT,sydney,28,3,13.757554212584422,-3.807824822428075
LEICHHARDT,sydney,28,4,8.749999999999991,1.6670615210304924
LEICHHARDT,sydney,34,1,-5.000000000000004,4.500219007172027
LEICHHARDT,sydney,34,2,-7.120743034055732,6.117959910293057
LEICHHARDT,sydney,34,3,-6.666666666488297e-05,-3.7806182184888097
LEICHHARDT,sydney,34,4,-0.6666004444003004,4.3603458575159015
LEICHHARDT,sydney,40,1,11.712931618144884,-6.020418410394818
LEICHHARDT,sydney,40,2,6.363636363636371,6.018591638247903
LEICHHARDT,sydney,40,3,-8.233618233618234,-4.120263120860057
LEICHHARDT,sydney,40,4,2.452654455138159,2.007805787111458
LEICHHARDT,sydney,46,1,11.1764705882353,-1.7546053098073964
LEICHHARDT,sydney,46,2,-10.052910052910056,2.355984763183088
LEICHHARDT,sydney,46,3,13.470588235294125,-4.296764155582895
LEICHHARDT,sydney,46,4,-3.8361845515811344,3.468935875126986
ROOTY HILL,sydney,28,1,-2.213587786259541,-4.843021876438753
ROOTY HILL,sydney,28,2,8.821063511220117,-1.5450824554293394
ROOTY HILL,sydney,28,3,6.169296987087525,-3.6790904096586
ROOTY HILL,sydney,28,4,6.0810810810810745,2.861725715980418
ROOTY HILL,sydney,34,1,-1.2499999999999956,4.9055778883331325
ROOTY HILL,sydney,34,2,-6.329113924050633,1.495611712149344
ROOTY HILL,sydney,34,3,1.08108108108107,1.744369037551088
ROOTY HILL,sydney,34,4,9.959893048128343,-1.9938049282640615
ROOTY HILL,sydney,40,1,-1.1904761904761862,3.0780847923805688
ROOTY HILL,sydney,40,2,1.3855421686747027,2.396220551716285
ROOTY HILL,sydney,40,3,9.922756981580516,-5.515677640654841
ROOTY HILL,sydney,40,4,-5.189189189189191,7.314735972498192
ROOTY HILL,sydney,46,1,3.8235294117647145,0.1694881586777866
ROOTY HILL,sydney,46,2,3.909348441926341,1.9789307321016898
ROOTY HILL,sydney,46,3,15.267175572519086,-1.70676346877148
ROOTY HILL,sydney,46,4,-6.5752128666035965,0.5952562878312387
COLLAROY PLATEAU,sydney,28,1,-9.72577073752342,-0.7573447374074578
COLLAROY PLATEAU,sydney,28,2,-8.490566037735848,6.945110947411772
COLLAROY PLATEAU,sydney,28,3,-12.577319587628866,2.1102378714568553
COLLAROY PLATEAU,sydney,28,4,20.16509433962264,12.294617371954686
COLLAROY PLATEAU,sydney,34,1,4.649122807017547,-7.608778067062822
COLLAROY PLATEAU,sydney,34,2,-24.55993294216261,20.491899525142387
COLLAROY PLATEAU,sydney,34,3,23.111111111111104,8.935773054414781
COLLAROY PLATEAU,sydney,34,4,-2.166064981949456,-4.1439087325544754
COLLAROY PLATEAU,sydney,40,1,1.0830324909747224,4.309820691454036
COLLAROY PLATEAU,sydney,40,2,3.571428571428581,-0.6420875563740116
COLLAROY PLATEAU,sydney,40,3,-3.4482758620689613,2.4428032404184283
COLLAROY PLATEAU,sydney,40,4,-3.57142857142857,2.685051384139248
QUEENS PARK,sydney,28,1,-6.528189910979232,-13.74836552701587
QUEENS PARK,sydney,28,2,17.647058823529417,7.055774793746246
QUEENS PARK,sydney,28,3,-9.999999999999998,-7.873703515781962
QUEENS PARK,sydney,28,4,13.326446280991732,18.77981667712018
QUEENS PARK,sydney,34,1,17.85714285714286,-28.271765882799606
QUEENS PARK,sydney,34,2,-7.196969696969702,31.38835080307682
QUEENS PARK,sydney,34,3,9.387755102040815,12.421640801449524
QUEENS PARK,sydney,34,4,29.85074626865672,15.52286780992413
NORTH NARRABEEN,sydney,28,1,0.0,-4.089221499388504
NORTH NARRABEEN,sydney,28,2,6.363636363636371,19.18967953364622
NORTH NARRABEEN,sydney,28,3,-1.9871794871794912,4.247346982653765
NORTH NARRABEEN,sydney,28,4,5.515587529976029,4.687306872466278
NORTH NARRABEEN,sydney,34,1,4.494382022471921,-3.5157060603057326
NORTH NARRABEEN,sydney,34,2,7.526881720430101,-3.9835793513725273
NORTH NARRABEEN,sydney,34,3,2.0000000000000018,4.791232100185143
NORTH NARRABEEN,sydney,34,4,2.818627450980382,-2.8269828771461087
NORTH NARRABEEN,sydney,40,1,-5.561993047508695,-15.569919421106755
NORTH NARRABEEN,sydney,40,2,6.25766871165645,19.79940979229875
NORTH NARRABEEN,sydney,40,3,-3.695150115473445,1.4685172263535726
NORTH NARRABEEN,sydney,40,4,-3.11750599520384,2.8242166495058028
SPRINGWOOD,sydney,28,1,4.225352112676051,-10.375334718276266
SPRINGWOOD,sydney,28,2,6.689189189189193,-0.866674628794855
SPRINGWOOD,sydney,28,3,-1.6316022799240049,1.61162214375286
SPRINGWOOD,sydney,28,4,13.311748303703808,-0.2858144835794958
SPRINGWOOD,sydney,34,1,-4.809619238476959,3.7211235129527536
SPRINGWOOD,sydney,34,2,-9.357894736842107,1.9541412870522636
SPRINGWOOD,sydney,34,3,-3.611659505283937,0.7876955650812822
SPRINGWOOD,sydney,34,4,2.4096385542168752,6.493692425772074
SPRINGWOOD,sydney,40,1,8.333333333333325,-0.5895464712563699
SPRINGWOOD,sydney,40,2,-8.871794871794869,0.4442361540494044
SPRINGWOOD,sydney,40,3,6.865503657850303,2.396538261481468
SPRINGWOOD,sydney,40,4,0.5818852027382748,4.656959642935831
SPRINGWOOD,sydney,46,1,5.5276381909547645,2.645556889611963
SPRINGWOOD,sydney,46,2,3.703619047619045,1.9647952274940919
SPRINGWOOD,sydney,46,3,-5.408086047417182,-2.4138534850405886
SPRINGWOOD,sydney,46,4,16.21359223300971,3.5695358716689984
BAYVIEW,sydney,28,1,19.457013574660632,3.3923420183555275
BAYVIEW,sydney,28,2,-26.51515151515152,14.924726146019667
BAYVIEW,sydney,28,3,13.4020618556701,15.918430182304512
BAYVIEW,sydney,28,4,10.732142857142858,2.82420857018716
SOUTH GRANVILLE,sydney,28,1,-5.328504914640453,17.481033003508482
SOUTH GRANVILLE,sydney,28,2,8.852459016393443,-16.568041592927365
SOUTH GRANVILLE,sydney,28,3,-2.359437751004012,9.84089286883016
SOUTH GRANVILLE,sydney,28,4,12.534704370179938,5.140255556373226
SOUTH GRANVILLE,sydney,34,1,-2.8112449799196804,-4.841716039367879
SOUTH GRANVILLE,sydney,34,2,-13.553719008264464,-9.345349114735148
SOUTH GRANVILLE,sydney,34,3,19.12442396313363,3.6471859237718354
SOUTH GRANVILLE,sydney,34,4,-7.156673114119927,1.6071235971144526
WERRINGTON COUNTY,sydney,28,1,12.817483756644998,-1.4309371494387797
WERRINGTON COUNTY,sydney,28,2,-9.626387434554973,3.801006133880294
WERRINGTON COUNTY,sydney,28,3,11.520760820700104,-5.056795205819318
WERRINGTON COUNTY,sydney,28,4,-2.3376623376623384,-1.883383474408983
DOONSIDE,sydney,28,1,-0.0724112961622003,-8.009289224784343
DOONSIDE,sydney,28,2,8.840579710144937,4.618609167191087
DOONSIDE,sydney,28,3,2.862849533954725,-6.863050579393358
DOONSIDE,sydney,28,4,0.7119741100323651,6.2265918772256175
DOONSIDE,sydney,34,1,-4.997160704145376,-0.5520377490598465
DOONSIDE,sydney,34,2,-11.117752540346682,2.7451745488233144
DOONSIDE,sydney,34,3,34.969737726967054,0.8211757259641175
DOONSIDE,sydney,34,4,4.135525660189332,6.092407083290665
DOONSIDE,sydney,40,1,2.0408163265306145,8.678500356230709
DOONSIDE,sydney,40,2,0.0,8.820811666324374
DOONSIDE,sydney,40,3,6.416666666666671,-5.139773630918287
DOONSIDE,sydney,40,4,2.32315322370138,11.72805305764346
DOONSIDE,sydney,46,1,2.267002518891692,-2.841373664998785
DOONSIDE,sydney,46,2,7.635467980295574,4.345638922056984
DOONSIDE,sydney,46,3,5.263157894736836,1.2672083129702887
DOONSIDE,sydney,46,4,-2.608695652173909,5.463243275521444
BLACKTOWN,sydney,28,1,1.7133956386292892,21.62613925772014
BLACKTOWN,sydney,28,2,8.72894333843799,-18.06170753884904
BLACKTOWN,sydney,28,3,7.042253521126751,-11.077542871978629
BLACKTOWN,sydney,28,4,1.7763157894736814,-14.690618969668257
BLACKTOWN,sydney,34,1,-6.70807453416149,-12.05585110036801
BLACKTOWN,sydney,34,2,-0.1331557922769621,-14.062359544364107
BLACKTOWN,sydney,34,3,-24.0,-9.430876254340895
BLACKTOWN,sydney,34,4,18.85964912280702,-15.19025089629315
BLACKTOWN,sydney,40,1,13.546099290780145,-20.585328867896305
BLACKTOWN,sydney,40,2,4.559650218613376,-9.28140835590208
BLACKTOWN,sydney,40,3,-3.1063321385902065,-7.447696184938017
BLACKTOWN,sydney,40,4,-16.152897657213316,-11.792790591954507
BLACKTOWN,sydney,46,1,-3.2258064516129004,-5.597395519746147
BLACKTOWN,sydney,46,2,0.0,-10.160382406970008
BLACKTOWN,sydney,46,3,3.493777777777773,5.289556182213207
BLACKTOWN,sydney,46,4,8.433786679607147,-4.631792146438862
GRANVILLE,sydney,28,1,4.629629629629628,4.778193250174492
GRANVILLE,sydney,28,2,9.867256637168143,0.42572070778012794
GRANVILLE,sydney,28,3,13.572291582762784,-1.7219603218302098
GRANVILLE,sydney,28,4,-12.482269503546096,-5.425405865694319
GRANVILLE,sydney,34,1,4.430379746835444,2.422083889034843
GRANVILLE,sydney,34,2,-1.060606060606062,-8.548427444918675
GRANVILLE,sydney,34,3,-17.304747320061253,0.14948675663448086
GRANVILLE,sydney,34,4,6.666666666666665,1.2666277423736565
GRANVILLE,sydney,40,1,1.3304506901713031,-5.063669912529594
GRANVILLE,sydney,40,2,-2.576727392089284,0.8901548421491148
GRANVILLE,sydney,40,3,-9.450808625336926,-1.3773359240743122
GRANVILLE,sydney,40,4,11.534883720930234,-5.339878330073941
GRANVILLE,sydney,46,1,0.7547169811320753,-1.9392073436466952
GRANVILLE,sydney,46,2,23.12734082397004,-4.469535990861836
GRANVILLE,sydney,46,3,-12.24334600760456,-1.2263302996083967
GRANVILLE,sydney,46,4,-2.512998266897748,-0.5418612306837218
WERRINGTON,sydney,28,1,2.5688073394495303,-3.04839422944639
WERRINGTON,sydney,28,2,3.488372093023262,3.064679668971591
WERRINGTON,sydney,28,3,-1.987899740708732,0.8722814737362246
WERRINGTON,sydney,28,4,6.701940035273379,0.9240225797239514
WERRINGTON,sydney,34,1,-38.2248,0.8005823492889537
WERRINGTON,sydney,34,2,20.64232896048901,-6.261344339467197
WERRINGTON,sydney,34,3,20.224820414174506,-8.463557245390565
WERRINGTON,sydney,34,4,17.321428571428577,1.3121138337419858
WERRINGTON,sydney,40,1,-21.64941244528923,-4.199079802685309
WERRINGTON,sydney,40,2,20.69063440677004,4.9316544119627235
WERRINGTON,sydney,40,3,18.487394957983195,1.029233998782459
WERRINGTON,sydney,40,4,5.673758865248235,11.169070944381005
WERRINGTON,sydney,46,1,-6.024096385542165,1.1984720943399496
WERRINGTON,sydney,46,2,10.256410256410264,5.813039884153733
WERRINGTON,sydney,46,3,-3.3720930232558177,-1.593503437911232
WERRINGTON,sydney,46,4,1.6847172081829065,7.563633295840627
WAVERTON,sydney,28,1,122.64150943396226,6.790514029562784
WAVERTON,sydney,28,2,-55.08474576271186,-5.336676842132912
WAVERTON,sydney,28,3,2.641509433962264,14.472864822696046
WAVERTON,sydney,28,4,-6.838235294117645,-16.932522715964687
WAVERTON,sydney,34,1,30.63241106719368,-7.299474309124001
WAVERTON,sydney,34,2,-19.1880988401412,-2.215867517112032
WAVERTON,sydney,34,3,-10.45241809672387,16.155224574245864
WAVERTON,sydney,34,4,74.21602787456445,10.609996029831294
PENDLE HILL,sydney,28,1,13.258249357834416,17.542452572578757
PENDLE HILL,sydney,28,2,32.2400558269365,5.731394070551627
PENDLE HILL,sydney,28,3,-8.179419525065967,-18.63852043347202
PENDLE HILL,sydney,28,4,5.172413793103448,-0.5983492047813215
PENDLE HILL,sydney,34,1,-8.529411764705886,-13.813008330370476
PENDLE HILL,sydney,34,2,-0.3215434083601254,1.595137426560619
PENDLE HILL,sydney,34,3,38.96774193548387,6.194783684160065
PENDLE HILL,sydney,34,4,-50.13927576601671,-12.632189281230291
PENDLE HILL,sydney,40,1,7.993827160493838,15.861838456396764
PENDLE HILL,sydney,40,2,0.7716490425835998,27.827588381443217
PENDLE HILL,sydney,40,3,-22.29154849688032,-23.773554989119795
PENDLE HILL,sydney,40,4,-0.7299270072992692,7.446611895103491
PENDLE HILL,sydney,46,1,-21.324373053597768,-10.846619805121975
PENDLE HILL,sydney,46,2,30.33333333333332,0.8878380675141244
PENDLE HILL,sydney,46,3,-19.309462915601028,9.926701115005635
PENDLE HILL,sydney,46,4,14.896988906497622,-3.036768168334355
QUIRINDI,rest_nsw,28,1,8.47457627118644,3.340325058316953
QUIRINDI,rest_nsw,28,2,-1.5625,-8.49403986389587
QUIRINDI,rest_nsw,28,3,4.761904761904767,-16.94402679458819
QUIRINDI,rest_nsw,28,4,-9.24242424242424,-9.883468967301095
QUIRINDI,rest_nsw,34,1,0.273972602739736,16.46559385046303
QUIRINDI,rest_nsw,34,2,0.4098360655737654,4.484185883769078
QUIRINDI,rest_nsw,34,3,14.28571428571428,-0.2227570023568699
QUIRINDI,rest_nsw,34,4,9.285714285714274,8.447983629879458
POTTSVILLE,rest_nsw,28,1,8.749999999999991,1.95710241018794
POTTSVILLE,rest_nsw,28,2,18.82183908045977,3.1272423888435483
POTTSVILLE,rest_nsw,28,3,6.408706166868194,3.44304714869508
POTTSVILLE,rest_nsw,28,4,13.636363636363647,2.1780761936434256
POTTSVILLE,rest_nsw,34,1,-4.166666666666663,5.476695225143715
POTTSVILLE,rest_nsw,34,2,-1.9565217391304344,3.508898097450809
POTTSVILLE,rest_nsw,34,3,-5.986696230598665,9.539103074776902
POTTSVILLE,rest_nsw,34,4,13.207547169811315,1.6770011814577703
POTTSVILLE,rest_nsw,40,1,7.619047619047614,6.120407793143899
POTTSVILLE,rest_nsw,40,2,11.504424778761058,5.542036186198377
POTTSVILLE,rest_nsw,40,3,4.960317460317465,4.926883451930932
POTTSVILLE,rest_nsw,40,4,-5.671077504725897,6.2517124161008315
POTTSVILLE,rest_nsw,46,1,13.78947368421053,1.96221649961747
POTTSVILLE,rest_nsw,46,2,-0.9065679925994496,0.8275645578199713
POTTSVILLE,rest_nsw,46,3,7.729648991784921,2.7762482369775006
POTTSVILLE,rest_nsw,46,4,-6.065857885615255,2.33776544748073
BERRY,rest_nsw,28,1,-0.3759398496240629,0.374920681648302
BERRY,rest_nsw,28,2,6.41509433962264,-1.1172620733658079
BERRY,rest_nsw,28,3,15.248226950354615,10.594767073419007
BERRY,rest_nsw,28,4,23.076923076923084,7.869034888064438
BERRY,rest_nsw,34,1,-15.517241379310342,9.58136137964948
BERRY,rest_nsw,34,2,-10.71428571428571,13.401736993351665
BERRY,rest_nsw,34,3,18.666666666666675,-0.6336135289765039
BERRY,rest_nsw,34,4,-8.70786516853933,9.657564112538292
BERRY,rest_nsw,40,1,19.062500000000004,18.91647515691617
BERRY,rest_nsw,40,2,2.8871391076115582,13.81772927314239
BERRY,rest_nsw,40,3,-23.469387755102044,5.651291142438875
BERRY,rest_nsw,40,4,10.000000000000009,3.2361460436608622
LONG JETTY,rest_nsw,28,1,-16.666666666666664,-6.944195941460089
LONG JETTY,rest_nsw,28,2,14.79999999999999,9.41877442191819
LONG JETTY,rest_nsw,28,3,25.435540069686404,-6.712027545669022
LONG JETTY,rest_nsw,28,4,25.16666666666667,7.049526876244372
LONG JETTY,rest_nsw,34,1,-21.52173913043478,4.7130028221487805
LONG JETTY,rest_nsw,34,2,7.036011080332405,6.651305702081119
LONG JETTY,rest_nsw,34,3,-5.2795031055900665,3.3525777403507004
LONG JETTY,rest_nsw,34,4,8.196721311475418,5.773598028456701
LONG JETTY,rest_nsw,40,1,14.28571428571428,4.373244396042004
LONG JETTY,rest_nsw,40,2,-5.000000000000004,15.108214994328513
LONG JETTY,rest_nsw,40,3,-6.315789473684208,-5.0267211771622815
LONG JETTY,rest_nsw,40,4,8.98876404494382,17.09011088000503
LONG JETTY,rest_nsw,46,1,0.0,-3.537505107010518
LONG JETTY,rest_nsw,46,2,-2.966101694915257,9.61634815270778
LONG JETTY,rest_nsw,46,3,2.8384279475982543,-4.275884825307028
LONG JETTY,rest_nsw,46,4,-14.989384288747342,8.321035444271464
CRESTWOOD,rest_nsw,28,1,28.01600200025003,-0.9539666337806185
CRESTWOOD,rest_nsw,28,2,13.76953125,21.23605431581533
CRESTWOOD,rest_nsw,28,3,-31.330472103004293,19.226351993182618
CRESTWOOD,rest_nsw,28,4,-16.874999999999996,2.222395791874428
CRESTWOOD,rest_nsw,34,1,-1.3698630136986356,12.085424760552486
CRESTWOOD,rest_nsw,34,2,47.22222222222223,12.290182670967194
CRESTWOOD,rest_nsw,34,3,-40.18867924528302,-6.645486544445189
CRESTWOOD,rest_nsw,34,4,112.93375394321768,-6.418269291580762
CRESTWOOD,rest_nsw,40,1,45.63106796116505,-18.84050340664464
CRESTWOOD,rest_nsw,40,2,-6.666666666666665,18.30548650088439
CRESTWOOD,rest_nsw,40,3,-46.42857142857143,7.150350029066324
CRESTWOOD,rest_nsw,40,4,46.66666666666666,-10.972525135467277
CRESTWOOD,rest_nsw,46,1,-20.353982300884955,3.5266344440468638
CRESTWOOD,rest_nsw,46,2,-1.851851851851849,10.568212610745611
CRESTWOOD,rest_nsw,46,3,-22.16981132075472,6.527096645562562
CRESTWOOD,rest_nsw,46,4,13.93939393939394,23.49393693950718
COONAMBLE,rest_nsw,28,1,22.222222222222232,-21.63396776404647
COONAMBLE,rest_nsw,28,2,25.75757575757576,62.24206962007772
COONAMBLE,rest_nsw,28,3,-18.181818181818176,29.84912148646791
COONAMBLE,rest_nsw,28,4,10.000000000000009,8.823954191072579
WOLLONGONG,rest_nsw,28,1,2.953586497890304,7.032803420389833
WOLLONGONG,rest_nsw,28,2,0.2090163934426181,-1.7450977821837927
WOLLONGONG,rest_nsw,28,3,6.335119218027896,-0.7745164849397574
WOLLONGONG,rest_nsw,28,4,9.23076923076922,2.5221494834795317
WOLLONGONG,rest_nsw,34,1,5.343511450381677,3.1380393373334132
WOLLONGONG,rest_nsw,34,2,4.347826086956519,4.198763430652177
WOLLONGONG,rest_nsw,34,3,-17.361111111111114,-0.05800676711173036
WOLLONGONG,rest_nsw,34,4,21.84873949579831,0.7442618083103016
WOLLONGONG,rest_nsw,40,1,0.7466755319148977,-5.086687156796417
WOLLONGONG,rest_nsw,40,2,-9.914666420279428,5.318393991724801
WOLLONGONG,rest_nsw,40,3,5.860805860805862,-1.6054970805004771
WOLLONGONG,rest_nsw,40,4,-1.591695501730106,2.8565194974813153
WOLLONGONG,rest_nsw,46,1,12.28070175438596,1.0489479745738841
WOLLONGONG,rest_nsw,46,2,37.5,2.659406201510679
WOLLONGONG,rest_nsw,46,3,-31.818181818181824,1.8026947624668106
WOLLONGONG,rest_nsw,46,4,5.466666666666664,-0.950899178017274
CROOKWELL,rest_nsw,28,1,-9.090909090909092,17.34551672539571
CROOKWELL,rest_nsw,28,2,27.083333333333325,0.23875960352993886
CROOKWELL,rest_nsw,28,3,2.4590163934426146,7.009096057421241
CROOKWELL,rest_nsw,28,4,-24.4,0.03707150719308672
CROOKWELL,rest_nsw,34,1,-1.0526315789473717,8.192668873152899
CROOKWELL,rest_nsw,34,2,8.297872340425538,-14.133330128807078
CROOKWELL,rest_nsw,34,3,11.984282907662092,20.24211884377241
CROOKWELL,rest_nsw,34,4,-3.508771929824561,6.292713297130291
CROOKWELL,rest_nsw,40,1,-3.158769742310885,15.052476131381901
CROOKWELL,rest_nsw,40,2,6.4377682403433445,2.908236124020556
CROOKWELL,rest_nsw,40,3,2.419354838709676,2.1191401516302673
CROOKWELL,rest_nsw,40,4,7.086614173228356,0.14344108496590424
MEREWETHER,rest_nsw,28,1,34.17721518987342,-0.19409112981549193
MEREWETHER,rest_nsw,28,2,12.264150943396237,-0.12250672259096174
MEREWETHER,rest_nsw,28,3,4.201680672268915,5.179954910247181
MEREWETHER,rest_nsw,28,4,-12.096774193548388,-6.842740964519754
MEREWETHER,rest_nsw,34,1,-3.703703703703709,5.536526056241375
MEREWETHER,rest_nsw,34,2,-8.566433566433563,-3.1905196994226284
MEREWETHER,rest_nsw,34,3,-0.5736137667303964,15.36289956834218
MEREWETHER,rest_nsw,34,4,35.384615384615394,9.65580830109695
MEREWETHER,rest_nsw,40,1,-14.965986394557827,14.336309100793681
MEREWETHER,rest_nsw,40,2,2.0000000000000018,2.000948540227773
MEREWETHER,rest_nsw,40,3,7.843137254901955,10.868030045128636
MEREWETHER,rest_nsw,40,4,11.854545454545452,-7.84077717689741
MEREWETHER,rest_nsw,46,1,-25.1986909770921,5.471325016889409
MEREWETHER,rest_nsw,46,2,22.67857142857144,-2.829093006135838
MEREWETHER,rest_nsw,46,3,-9.359534206695772,8.346802372410439
MEREWETHER,rest_nsw,46,4,1.6540870403083383,12.06446623372212
FORBES,rest_nsw,28,1,-13.31269349845201,8.95995509962286
FORBES,rest_nsw,28,2,14.28571428571428,-4.890429652695407
FORBES,rest_nsw,28,3,-6.25,6.760897301052595
FORBES,rest_nsw,28,4,16.666666666666675,5.749359093731719
FORBES,rest_nsw,34,1,17.14285714285715,2.898175114403805
FORBES,rest_nsw,34,2,7.317073170731714,8.046118189728194
FORBES,rest_nsw,34,3,-12.840909090909092,9.298572373698729
FORBES,rest_nsw,34,4,-13.95045632333768,-3.7485843345505963
FORBES,rest_nsw,40,1,4.705882352941182,8.403018084577313
FORBES,rest_nsw,40,2,10.67415730337078,-1.2036806025846967
FORBES,rest_nsw,40,3,-14.720812182741115,5.832112964750108
FORBES,rest_nsw,40,4,-6.666666666666665,7.881594803147966
FORBES,rest_nsw,46,1,3.703703703703698,3.3564684973531467
FORBES,rest_nsw,46,2,7.14285714285714,4.6436024559563895
FORBES,rest_nsw,46,3,-13.33333333333333,6.65041298266002
FORBES,rest_nsw,46,4,24.102564102564106,-5.600721059753834
ANNA BAY,rest_nsw,28,1,-25.87859424920128,9.483949053168576
ANNA BAY,rest_nsw,28,2,22.06896551724138,-3.5829923095845633
ANNA BAY,rest_nsw,28,3,15.819209039548031,11.339632616160522
ANNA BAY,rest_nsw,28,4,17.92682926829268,10.921468196930142
ANNA BAY,rest_nsw,34,1,-3.93258426966292,1.2051215413709917
ANNA BAY,rest_nsw,34,2,-13.33333333333333,-4.121151032269415
ANNA BAY,rest_nsw,34,3,28.20512820512821,9.960985121357501
ANNA BAY,rest_nsw,34,4,-3.157894736842104,3.6346129388926482
ANNA BAY,rest_nsw,40,1,-6.0975609756097615,-9.297628395108855
ANNA BAY,rest_nsw,40,2,19.214285714285715,10.636374574330649
ANNA BAY,rest_nsw,40,3,-26.100258884443395,18.61889669951696
ANNA BAY,rest_nsw,40,4,13.694267515923574,1.490129493991574
WADALBA,rest_nsw,28,1,6.374999999999997,5.238897089453761
WADALBA,rest_nsw,28,2,4.582843713278506,0.029595082364164194
WADALBA,rest_nsw,28,3,2.2471910112359605,3.142147762530894
WADALBA,rest_nsw,28,4,-12.08791208791209,-0.31170809348586753
WADALBA,rest_nsw,34,1,-4.191616766467066,2.5702431333132214
WADALBA,rest_nsw,34,2,8.437500000000009,0.19070588539404998
WADALBA,rest_nsw,34,3,-7.20461095100865,-2.3059297115982273
WADALBA,rest_nsw,34,4,13.043478260869556,14.642452411333355
WADALBA,rest_nsw,40,1,-0.7954545454545436,6.883095951617842
WADALBA,rest_nsw,40,2,5.383734249713634,7.307705968487489
WADALBA,rest_nsw,40,3,-0.8152173913043459,5.784092497643682
WADALBA,rest_nsw,40,4,2.410958904109584,0.6112382115947277
