suburb,region,origin_idx,horizon,actual,naive,seasonal_naive,sarima
GREYSTANES,sydney,40,1,10.869565217391308,-4.166666666666663,1.7577197149643675,-0.5572267479775598
GREYSTANES,sydney,40,2,-1.5686274509803977,-4.166666666666663,1.7577197149643675,-1.692949869935338
GREYSTANES,sydney,40,3,5.113864541832669,-4.166666666666663,1.7577197149643675,-1.3735176804640785
GREYSTANES,sydney,40,4,-2.9699532815485985,-4.166666666666663,1.7577197149643675,1.0005390977505189
GREYSTANES,sydney,44,1,-0.78125,-2.9699532815485985,10.869565217391308,-1.5067789089853376
GREYSTANES,sydney,44,2,6.299212598425208,-2.9699532815485985,10.869565217391308,0.43617438250379476
GREYSTANES,sydney,44,3,4.566666666666674,-2.9699532815485985,10.869565217391308,-0.6993387536995598
GREYSTANES,sydney,44,4,9.800587964438767,-2.9699532815485985,10.869565217391308,0.5738330872382004
GRIFFITH,rest_nsw,28,1,9.6551724137931,-7.994923857868019,-0.5305039787798393,3.0545332921859547
GRIFFITH,rest_nsw,28,2,15.345911949685531,-7.994923857868019,-0.5305039787798393,-0.7118875251566524
GRIFFITH,rest_nsw,28,3,0.1090512540894206,-7.994923857868019,-0.5305039787798393,-0.3995220229468049
GRIFFITH,rest_nsw,28,4,-4.575163398692805,-7.994923857868019,-0.5305039787798393,0.40037275075064643
GRIFFITH,rest_nsw,32,1,17.579908675799082,-4.575163398692805,9.6551724137931,-0.19991852290629228
GRIFFITH,rest_nsw,32,2,-7.18446601941748,-4.575163398692805,9.6551724137931,-2.364027980908984
GRIFFITH,rest_nsw,32,3,10.878661087866105,-4.575163398692805,9.6551724137931,0.015357462758422407
GRIFFITH,rest_nsw,32,4,2.830188679245293,-4.575163398692805,9.6551724137931,0.6432400731155445
GRIFFITH,rest_nsw,36,1,-6.422018348623848,2.830188679245293,17.579908675799082,-0.8213924444264898
GRIFFITH,rest_nsw,36,2,0.0,2.830188679245293,17.579908675799082,0.2235147377957911
GRIFFITH,rest_nsw,36,3,-2.941176470588236,2.830188679245293,17.579908675799082,0.00843572793391054
GRIFFITH,rest_nsw,36,4,7.070707070707072,2.830188679245293,17.579908675799082,0.04822654225388384
GRIFFITH,rest_nsw,40,1,3.773584905660377,7.070707070707072,-6.422018348623848,-1.9588896988641153
GRIFFITH,rest_nsw,40,2,1.818181818181808,7.070707070707072,-6.422018348623848,0.6706217457707928
GRIFFITH,rest_nsw,40,3,-3.57142857142857,7.070707070707072,-6.422018348623848,-0.07156327901676007
GRIFFITH,rest_nsw,40,4,11.111111111111116,7.070707070707072,-6.422018348623848,-0.25038100729393525
GRIFFITH,rest_nsw,44,1,-1.2499999999999956,11.111111111111116,3.773584905660377,-3.5750804666891884
GRIFFITH,rest_nsw,44,2,0.421940928270037,11.111111111111116,3.773584905660377,0.9836641640717065
GRIFFITH,rest_nsw,44,3,-1.6806722689075682,11.111111111111116,3.773584905660377,-0.22682669442732378
GRIFFITH,rest_nsw,44,4,6.41025641025641,11.111111111111116,3.773584905660377,-0.13103876955394822
GUILDFORD,sydney,28,1,-3.087248322147651,3.472222222222232,-5.934065934065935,-0.4000091635580123
GUILDFORD,sydney,28,2,11.253462603878116,3.472222222222232,-5.934065934065935,0.17865501832591343
GUILDFORD,sydney,28,3,12.04481792717087,3.472222222222232,-5.934065934065935,0.4716002074952988
GUILDFORD,sydney,28,4,-2.527777777777773,3.472222222222232,-5.934065934065935,0.23723572318301575
GUILDFORD,sydney,32,1,-7.096038757480761,-2.527777777777773,-3.087248322147651,1.1932379024505686
GUILDFORD,sydney,32,2,7.239263803680984,-2.527777777777773,-3.087248322147651,-0.2397934992306803
GUILDFORD,sydney,32,3,0.6864988558352492,-2.527777777777773,-3.087248322147651,2.158064024843365
GUILDFORD,sydney,32,4,0.0,-2.527777777777773,-3.087248322147651,-1.1416422860863333
GUILDFORD,sydney,36,1,-17.04545454545454,0.0,-7.096038757480761,-1.7180304782306477
GUILDFORD,sydney,36,2,13.698630136986312,0.0,-7.096038757480761,1.5976379455591476
GUILDFORD,sydney,36,3,-22.89156626506024,0.0,-7.096038757480761,-0.6051739872881265
GUILDFORD,sydney,36,4,13.359374999999996,0.0,-7.096038757480761,0.5816875364983595
GUILDFORD,sydney,40,1,21.57133011716057,13.359374999999996,-17.04545454545454,-12.675227549081969
GUILDFORD,sydney,40,2,-7.653061224489798,13.359374999999996,-17.04545454545454,10.823908611370097
GUILDFORD,sydney,40,3,5.586249232658069,13.359374999999996,-17.04545454545454,-10.663550694385158
GUILDFORD,sydney,40,4,-5.813953488372093,13.359374999999996,-17.04545454545454,8.445466809112247
GUILDFORD,sydney,44,1,18.518518518518512,-5.813953488372093,21.57133011716057,3.580879556305118
GUILDFORD,sydney,44,2,-12.864583333333336,-5.813953488372093,21.57133011716057,-1.078751583196442
GUILDFORD,sydney,44,3,19.54572624028692,-5.813953488372093,21.57133011716057,0.8137858716752383
GUILDFORD,sydney,44,4,-20.0,-5.813953488372093,21.57133011716057,-0.8442762100579709
GUILDFORD WEST,sydney,28,1,2.7667984189723382,4.792899408284024,0.0,-6.560276473332687
GUILDFORD WEST,sydney,28,2,3.956043956043964,4.792899408284024,0.0,2.2327464479083132
GUILDFORD WEST,sydney,28,3,1.4799154334038,4.792899408284024,0.0,2.3228347437989028
GUILDFORD WEST,sydney,28,4,1.6666666666666607,4.792899408284024,0.0,2.392225988423865
GUILDFORD WEST,sydney,32,1,0.4098360655737654,1.6666666666666607,2.7667984189723382,0.16429050679998888
GUILDFORD WEST,sydney,32,2,-3.0612244897959218,1.6666666666666607,2.7667984189723382,1.1176221404490059
GUILDFORD WEST,sydney,32,3,-8.947368421052627,1.6666666666666607,2.7667984189723382,0.2853518759410574
