suburb,postcode,region,quarter,quarter_of_year,n_sales,median_price,median_price_per_sqm,qoq_pct_change,lag_1_price,lag_2_price,lag_3_price,lag_4_price,lag_1_qoq_pct,lag_2_qoq_pct,lag_3_qoq_pct,lag_4_qoq_pct,rolling_mean_4q,rolling_std_4q,state_benchmark_growth,nsw_tvd_qoq_pct,missing_benchmark_flag,is_q1,is_q2,is_q3,is_q4,flag_covid_period,flag_rate_hike_period,n_outliers_excluded_candidate
LETHBRIDGE PARK,2770.0,sydney,2018-04-01,2,14,521575.5,847.188257854729,-1.496600566572237,529500.0,527500.0,550000.0,495000.0,0.37914691943128354,-4.09090909090909,11.111111111111116,-2.941176470588236,525500.0,22733.96871057347,1.8952879581151767,-1.0272076234703054,0,0,1,0,0,0,0,0
LETHBRIDGE PARK,2770.0,sydney,2018-07-01,3,15,505100.0,826.5405934137594,-3.1587948436995195,521575.5,529500.0,527500.0,550000.0,-1.496600566572237,0.37914691943128354,-4.09090909090909,11.111111111111116,532143.875,12370.49446852606,-2.3738567464803184,-1.4983320108979958,0,0,0,1,0,0,0,0
LETHBRIDGE PARK,2770.0,sydney,2018-10-01,4,6,452500.0,773.971441085713,-10.413779449613935,505100.0,521575.5,529500.0,527500.0,-3.1587948436995195,-1.496600566572237,0.37914691943128354,-4.09090909090909,520918.875,11069.701519425338,-1.0526315789473717,-2.1172867147760788,0,0,0,0,1,0,0,0
LETHBRIDGE PARK,2770.0,sydney,2019-01-01,1,15,450000.0,754.8526240115026,-0.5524861878453025,452500.0,505100.0,521575.5,529500.0,-10.413779449613935,-3.1587948436995195,-1.496600566572237,0.37914691943128354,502168.875,34637.148290948666,-7.446808510638303,-1.9783989659780563,0,1,0,0,0,0,0,0
LETHBRIDGE PARK,2770.0,sydney,2019-04-01,2,8,387500.0,590.5782128403534,-13.888888888888884,450000.0,452500.0,505100.0,521575.5,-0.5524861878453025,-10.413779449613935,-3.1587948436995195,-1.496600566572237,482293.875,36486.229138253904,3.103448275862064,0.7756464269181418,0,0,1,0,0,0,0,0
LETHBRIDGE PARK,2770.0,sydney,2019-07-01,3,10,427000.0,739.9306907338037,10.193548387096785,387500.0,450000.0,452500.0,505100.0,-13.888888888888884,-0.5524861878453025,-10.413779449613935,-3.1587948436995195,448775.0,48105.812192152705,0.3344481605351168,4.793925942212862,0,0,0,1,0,0,0,0
LETHBRIDGE PARK,2770.0,sydney,2019-10-01,4,11,451500.0,806.8420203324189,5.737704918032782,427000.0,387500.0,450000.0,452500.0,10.193548387096785,-13.888888888888884,-0.5524861878453025,-10.413779449613935,429250.0,30106.754502381486,9.444444444444455,2.882834608864915,0,0,0,0,1,0,0,0
LETHBRIDGE PARK,2770.0,sydney,2020-01-01,1,11,520000.0,853.0175046440334,15.171650055370979,451500.0,427000.0,387500.0,450000.0,5.737704918032782,10.193548387096785,-13.888888888888884,-0.5524861878453025,429000.0,29852.41475436565,-3.8071065989847663,1.6573462367914793,0,1,0,0,0,1,0,0
LETHBRIDGE PARK,2770.0,sydney,2020-04-01,2,14,485750.0,806.2688765039718,-6.58653846153846,520000.0,451500.0,427000.0,387500.0,15.171650055370979,5.737704918032782,10.193548387096785,-13.888888888888884,446500.0,55643.2086302243,0.79155672823219,-0.4792548625728088,0,0,1,0,0,1,0,0
LETHBRIDGE PARK,2770.0,sydney,2020-07-01,3,14,476250.0,793.057417480702,-1.9557385486361323,485750.0,520000.0,451500.0,427000.0,-6.58653846153846,15.171650055370979,5.737704918032782,10.193548387096785,471062.5,40557.76487513417,-1.0471204188481686,3.5967895669679617,0,0,0,1,0,1,0,0
LETHBRIDGE PARK,2770.0,sydney,2020-10-01,4,15,500000.0,790.7856283307547,4.986876640419946,476250.0,485750.0,520000.0,451500.0,-1.9557385486361323,-6.58653846153846,15.171650055370979,5.737704918032782,483375.0,28365.54541458118,5.714285714285716,5.03473353125905,0,0,0,0,1,1,0,0
LETHBRIDGE PARK,2770.0,sydney,2021-01-01,1,28,572500.0,977.5808133472368,14.500000000000002,500000.0,476250.0,485750.0,520000.0,4.986876640419946,-1.9557385486361323,-6.58653846153846,15.171650055370979,495500.0,19027.392534624058,5.305305305305308,6.418921478704576,0,1,0,0,0,1,0,0
LETHBRIDGE PARK,2770.0,sydney,2021-04-01,2,18,580495.0,993.6583641358876,1.396506550218346,572500.0,500000.0,476250.0,485750.0,14.500000000000002,4.986876640419946,-1.9557385486361323,-6.58653846153846,508625.0,43687.57451114296,14.676806083650206,4.508915014301684,0,0,1,0,0,1,0,0
LETHBRIDGE PARK,2770.0,sydney,2021-07-01,3,19,592500.0,1018.5722576900754,2.0680626017450576,580495.0,572500.0,500000.0,476250.0,1.396506550218346,14.500000000000002,4.986876640419946,-1.9557385486361323,532311.25,52037.45451995771,7.75862068965516,10.607362997412917,0,0,0,1,0,1,0,0
LETHBRIDGE PARK,2770.0,sydney,2021-10-01,4,25,656500.0,1119.402985074627,10.801687763713087,592500.0,580495.0,572500.0,500000.0,2.0680626017450576,1.396506550218346,14.500000000000002,4.986876640419946,561373.75,41733.26518398323,4.615384615384621,5.692797631487245,0,0,0,0,1,1,0,0
LETHBRIDGE PARK,2770.0,sydney,2022-01-01,1,15,680000.0,1080.9871393813,3.5795887281035776,656500.0,592500.0,580495.0,572500.0,10.801687763713087,2.0680626017450576,1.396506550218346,14.500000000000002,600498.75,38228.26187848463,-2.573529411764708,1.3048628606906476,0,1,0,0,0,0,0,0
LETHBRIDGE PARK,2770.0,sydney,2022-04-01,2,15,670000.0,1117.4144748151969,-1.4705882352941124,680000.0,656500.0,592500.0,580495.0,3.5795887281035776,10.801687763713087,2.0680626017450576,1.396506550218346,627373.75,48413.690449258975,1.8867924528301885,-2.185320105891231,0,0,1,0,0,0,1,0
LETHBRIDGE PARK,2770.0,sydney,2022-07-01,3,12,662500.0,1120.6948796963152,-1.1194029850746245,670000.0,680000.0,656500.0,592500.0,-1.4705882352941124,3.5795887281035776,10.801687763713087,2.0680626017450576,649750.0,39362.63033216491,-3.703703703703709,-4.301439206245917,0,0,0,1,0,0,1,0
LETHBRIDGE PARK,2770.0,sydney,2022-10-01,4,8,622500.0,1095.5862490394627,-6.037735849056602,662500.0,670000.0,680000.0,656500.0,-1.1194029850746245,-1.4705882352941124,3.5795887281035776,10.801687763713087,667250.0,10136.567466356732,0.0,0.093659962843029,0,0,0,0,1,0,1,0
LETHBRIDGE PARK,2770.0,sydney,2023-01-01,1,5,595000.0,1024.7116968698515,-4.417670682730924,622500.0,662500.0,670000.0,680000.0,-6.037735849056602,-1.1194029850746245,-1.4705882352941124,3.5795887281035776,658750.0,25207.47243709033,-3.838461538461546,-0.0194414920225427,0,1,0,0,0,0,1,0
LETHBRIDGE PARK,2770.0,sydney,2023-04-01,2,14,621250.0,1021.0288494960027,4.4117647058823595,595000.0,622500.0,662500.0,670000.0,-4.417670682730924,-6.037735849056602,-1.1194029850746245,-1.4705882352941124,637500.0,35178.11819867574,8.391328693704514,4.644893426083074,0,0,1,0,0,0,1,0
LETHBRIDGE PARK,2770.0,sydney,2023-07-01,3,15,665000.0,1155.7177615571777,7.042253521126751,621250.0,595000.0,622500.0,662500.0,4.4117647058823595,-4.417670682730924,-6.037735849056602,-1.1194029850746245,625312.5,27845.83676243184,1.1070110701107083,0.5098794458372247,0,0,0,1,0,0,1,0
